"Precio compra" "Precio mantenimiento" "Número puertas" "Número personas" "Tamaño maletero" "Seguridad" "Aceptación del coche"
"Alto" "Medio" 4 2 "Medio" "Alto" "Inaceptable"
"Alto" "Medio" 4 2 "Grande" "Bajo" "Inaceptable"
"Alto" "Medio" 4 2 "Grande" "Medio" "Inaceptable"
"Alto" "Medio" 4 2 "Grande" "Alto" "Inaceptable"
"Alto" "Medio" 4 4 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Medio" 4 4 "Pequeño" "Medio" "Inaceptable"
"Alto" "Medio" 4 4 "Pequeño" "Alto" "Aceptable"
"Alto" "Medio" 4 4 "Medio" "Bajo" "Inaceptable"
"Alto" "Medio" 4 4 "Medio" "Medio" "Aceptable"
"Alto" "Medio" 4 4 "Medio" "Alto" "Aceptable"
"Alto" "Medio" 4 4 "Grande" "Bajo" "Inaceptable"
"Alto" "Medio" 4 4 "Grande" "Medio" "Aceptable"
"Alto" "Medio" 4 4 "Grande" "Alto" "Aceptable"
"Alto" "Medio" 4 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Alto" "Medio" 4 "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Alto" "Medio" 4 "Más de 4" "Pequeño" "Alto" "Aceptable"
"Alto" "Medio" 4 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Alto" "Medio" 4 "Más de 4" "Medio" "Medio" "Aceptable"
"Alto" "Medio" 4 "Más de 4" "Medio" "Alto" "Aceptable"
"Alto" "Medio" 4 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Alto" "Medio" 4 "Más de 4" "Grande" "Medio" "Aceptable"
"Alto" "Medio" 4 "Más de 4" "Grande" "Alto" "Aceptable"
"Alto" "Medio" "5 o más" 2 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Medio" "5 o más" 2 "Pequeño" "Medio" "Inaceptable"
"Alto" "Medio" "5 o más" 2 "Pequeño" "Alto" "Inaceptable"
"Alto" "Medio" "5 o más" 2 "Medio" "Bajo" "Inaceptable"
"Alto" "Medio" "5 o más" 2 "Medio" "Medio" "Inaceptable"
"Alto" "Medio" "5 o más" 2 "Medio" "Alto" "Inaceptable"
"Alto" "Medio" "5 o más" 2 "Grande" "Bajo" "Inaceptable"
"Alto" "Medio" "5 o más" 2 "Grande" "Medio" "Inaceptable"
"Alto" "Medio" "5 o más" 2 "Grande" "Alto" "Inaceptable"
"Alto" "Medio" "5 o más" 4 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Medio" "5 o más" 4 "Pequeño" "Medio" "Inaceptable"
"Alto" "Medio" "5 o más" 4 "Pequeño" "Alto" "Aceptable"
"Alto" "Medio" "5 o más" 4 "Medio" "Bajo" "Inaceptable"
"Alto" "Medio" "5 o más" 4 "Medio" "Medio" "Aceptable"
"Alto" "Medio" "5 o más" 4 "Medio" "Alto" "Aceptable"
"Alto" "Medio" "5 o más" 4 "Grande" "Bajo" "Inaceptable"
"Alto" "Medio" "5 o más" 4 "Grande" "Medio" "Aceptable"
"Alto" "Medio" "5 o más" 4 "Grande" "Alto" "Aceptable"
"Alto" "Medio" "5 o más" "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Alto" "Medio" "5 o más" "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Alto" "Medio" "5 o más" "Más de 4" "Pequeño" "Alto" "Aceptable"
"Alto" "Medio" "5 o más" "Más de 4" "Medio" "Bajo" "Inaceptable"
"Alto" "Medio" "5 o más" "Más de 4" "Medio" "Medio" "Aceptable"
"Alto" "Medio" "5 o más" "Más de 4" "Medio" "Alto" "Aceptable"
"Alto" "Medio" "5 o más" "Más de 4" "Grande" "Bajo" "Inaceptable"
"Alto" "Medio" "5 o más" "Más de 4" "Grande" "Medio" "Aceptable"
"Alto" "Medio" "5 o más" "Más de 4" "Grande" "Alto" "Aceptable"
"Alto" "Bajo" 2 2 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Bajo" 2 2 "Pequeño" "Medio" "Inaceptable"
"Alto" "Bajo" 2 2 "Pequeño" "Alto" "Inaceptable"
"Alto" "Bajo" 2 2 "Medio" "Bajo" "Inaceptable"
"Alto" "Bajo" 2 2 "Medio" "Medio" "Inaceptable"
"Alto" "Bajo" 2 2 "Medio" "Alto" "Inaceptable"
"Alto" "Bajo" 2 2 "Grande" "Bajo" "Inaceptable"
"Alto" "Bajo" 2 2 "Grande" "Medio" "Inaceptable"
"Alto" "Bajo" 2 2 "Grande" "Alto" "Inaceptable"
"Alto" "Bajo" 2 4 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Bajo" 2 4 "Pequeño" "Medio" "Inaceptable"
"Alto" "Bajo" 2 4 "Pequeño" "Alto" "Aceptable"
"Alto" "Bajo" 2 4 "Medio" "Bajo" "Inaceptable"
"Alto" "Bajo" 2 4 "Medio" "Medio" "Inaceptable"
"Alto" "Bajo" 2 4 "Medio" "Alto" "Aceptable"
"Alto" "Bajo" 2 4 "Grande" "Bajo" "Inaceptable"
"Alto" "Bajo" 2 4 "Grande" "Medio" "Aceptable"
"Alto" "Bajo" 2 4 "Grande" "Alto" "Aceptable"
"Alto" "Bajo" 2 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Alto" "Bajo" 2 "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Alto" "Bajo" 2 "Más de 4" "Pequeño" "Alto" "Inaceptable"
"Alto" "Bajo" 2 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Alto" "Bajo" 2 "Más de 4" "Medio" "Medio" "Inaceptable"
"Alto" "Bajo" 2 "Más de 4" "Medio" "Alto" "Aceptable"
"Alto" "Bajo" 2 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Alto" "Bajo" 2 "Más de 4" "Grande" "Medio" "Aceptable"
"Alto" "Bajo" 2 "Más de 4" "Grande" "Alto" "Aceptable"
"Alto" "Bajo" 3 2 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Bajo" 3 2 "Pequeño" "Medio" "Inaceptable"
"Alto" "Bajo" 3 2 "Pequeño" "Alto" "Inaceptable"
"Alto" "Bajo" 3 2 "Medio" "Bajo" "Inaceptable"
"Alto" "Bajo" 3 2 "Medio" "Medio" "Inaceptable"
"Alto" "Bajo" 3 2 "Medio" "Alto" "Inaceptable"
"Alto" "Bajo" 3 2 "Grande" "Bajo" "Inaceptable"
"Alto" "Bajo" 3 2 "Grande" "Medio" "Inaceptable"
"Alto" "Bajo" 3 2 "Grande" "Alto" "Inaceptable"
"Alto" "Bajo" 3 4 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Bajo" 3 4 "Pequeño" "Medio" "Inaceptable"
"Alto" "Bajo" 3 4 "Pequeño" "Alto" "Aceptable"
"Alto" "Bajo" 3 4 "Medio" "Bajo" "Inaceptable"
"Alto" "Bajo" 3 4 "Medio" "Medio" "Inaceptable"
"Alto" "Bajo" 3 4 "Medio" "Alto" "Aceptable"
"Alto" "Bajo" 3 4 "Grande" "Bajo" "Inaceptable"
"Alto" "Bajo" 3 4 "Grande" "Medio" "Aceptable"
"Alto" "Bajo" 3 4 "Grande" "Alto" "Aceptable"
"Alto" "Bajo" 3 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Alto" "Bajo" 3 "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Alto" "Bajo" 3 "Más de 4" "Pequeño" "Alto" "Aceptable"
"Alto" "Bajo" 3 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Alto" "Bajo" 3 "Más de 4" "Medio" "Medio" "Aceptable"
"Alto" "Bajo" 3 "Más de 4" "Medio" "Alto" "Aceptable"
"Alto" "Bajo" 3 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Alto" "Bajo" 3 "Más de 4" "Grande" "Medio" "Aceptable"
"Alto" "Bajo" 3 "Más de 4" "Grande" "Alto" "Aceptable"
"Alto" "Bajo" 4 2 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Bajo" 4 2 "Pequeño" "Medio" "Inaceptable"
"Alto" "Bajo" 4 2 "Pequeño" "Alto" "Inaceptable"
"Alto" "Bajo" 4 2 "Medio" "Bajo" "Inaceptable"
"Alto" "Bajo" 4 2 "Medio" "Medio" "Inaceptable"
"Alto" "Bajo" 4 2 "Medio" "Alto" "Inaceptable"
"Alto" "Bajo" 4 2 "Grande" "Bajo" "Inaceptable"
"Alto" "Bajo" 4 2 "Grande" "Medio" "Inaceptable"
"Alto" "Bajo" 4 2 "Grande" "Alto" "Inaceptable"
"Alto" "Bajo" 4 4 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Bajo" 4 4 "Pequeño" "Medio" "Inaceptable"
"Alto" "Bajo" 4 4 "Pequeño" "Alto" "Aceptable"
"Alto" "Bajo" 4 4 "Medio" "Bajo" "Inaceptable"
"Alto" "Bajo" 4 4 "Medio" "Medio" "Aceptable"
"Alto" "Bajo" 4 4 "Medio" "Alto" "Aceptable"
"Alto" "Bajo" 4 4 "Grande" "Bajo" "Inaceptable"
"Alto" "Bajo" 4 4 "Grande" "Medio" "Aceptable"
"Alto" "Bajo" 4 4 "Grande" "Alto" "Aceptable"
"Alto" "Bajo" 4 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Alto" "Bajo" 4 "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Alto" "Bajo" 4 "Más de 4" "Pequeño" "Alto" "Aceptable"
"Alto" "Bajo" 4 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Alto" "Bajo" 4 "Más de 4" "Medio" "Medio" "Aceptable"
"Alto" "Bajo" 4 "Más de 4" "Medio" "Alto" "Aceptable"
"Alto" "Bajo" 4 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Alto" "Bajo" 4 "Más de 4" "Grande" "Medio" "Aceptable"
"Alto" "Bajo" 4 "Más de 4" "Grande" "Alto" "Aceptable"
"Alto" "Bajo" "5 o más" 2 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Bajo" "5 o más" 2 "Pequeño" "Medio" "Inaceptable"
"Alto" "Bajo" "5 o más" 2 "Pequeño" "Alto" "Inaceptable"
"Alto" "Bajo" "5 o más" 2 "Medio" "Bajo" "Inaceptable"
"Alto" "Bajo" "5 o más" 2 "Medio" "Medio" "Inaceptable"
"Alto" "Bajo" "5 o más" 2 "Medio" "Alto" "Inaceptable"
"Alto" "Bajo" "5 o más" 2 "Grande" "Bajo" "Inaceptable"
"Alto" "Bajo" "5 o más" 2 "Grande" "Medio" "Inaceptable"
"Alto" "Bajo" "5 o más" 2 "Grande" "Alto" "Inaceptable"
"Alto" "Bajo" "5 o más" 4 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Bajo" "5 o más" 4 "Pequeño" "Medio" "Inaceptable"
"Alto" "Bajo" "5 o más" 4 "Pequeño" "Alto" "Aceptable"
"Alto" "Bajo" "5 o más" 4 "Medio" "Bajo" "Inaceptable"
"Alto" "Bajo" "5 o más" 4 "Medio" "Medio" "Aceptable"
"Alto" "Bajo" "5 o más" 4 "Medio" "Alto" "Aceptable"
"Alto" "Bajo" "5 o más" 4 "Grande" "Bajo" "Inaceptable"
"Alto" "Bajo" "5 o más" 4 "Grande" "Medio" "Aceptable"
"Alto" "Bajo" "5 o más" 4 "Grande" "Alto" "Aceptable"
"Alto" "Bajo" "5 o más" "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Alto" "Bajo" "5 o más" "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Alto" "Bajo" "5 o más" "Más de 4" "Pequeño" "Alto" "Aceptable"
"Alto" "Bajo" "5 o más" "Más de 4" "Medio" "Bajo" "Inaceptable"
"Alto" "Bajo" "5 o más" "Más de 4" "Medio" "Medio" "Aceptable"
"Alto" "Bajo" "5 o más" "Más de 4" "Medio" "Alto" "Aceptable"
"Alto" "Bajo" "5 o más" "Más de 4" "Grande" "Bajo" "Inaceptable"
"Alto" "Bajo" "5 o más" "Más de 4" "Grande" "Medio" "Aceptable"
"Alto" "Bajo" "5 o más" "Más de 4" "Grande" "Alto" "Aceptable"
"Medio" "Muy alto" 2 2 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Muy alto" 2 2 "Pequeño" "Medio" "Inaceptable"
"Medio" "Muy alto" 2 2 "Pequeño" "Alto" "Inaceptable"
"Medio" "Muy alto" 2 2 "Medio" "Bajo" "Inaceptable"
"Medio" "Muy alto" 2 2 "Medio" "Medio" "Inaceptable"
"Medio" "Muy alto" 2 2 "Medio" "Alto" "Inaceptable"
"Medio" "Muy alto" 2 2 "Grande" "Bajo" "Inaceptable"
"Medio" "Muy alto" 2 2 "Grande" "Medio" "Inaceptable"
"Medio" "Muy alto" 2 2 "Grande" "Alto" "Inaceptable"
"Medio" "Muy alto" 2 4 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Muy alto" 2 4 "Pequeño" "Medio" "Inaceptable"
"Medio" "Muy alto" 2 4 "Pequeño" "Alto" "Aceptable"
"Medio" "Muy alto" 2 4 "Medio" "Bajo" "Inaceptable"
"Medio" "Muy alto" 2 4 "Medio" "Medio" "Inaceptable"
"Medio" "Muy alto" 2 4 "Medio" "Alto" "Aceptable"
"Medio" "Muy alto" 2 4 "Grande" "Bajo" "Inaceptable"
"Medio" "Muy alto" 2 4 "Grande" "Medio" "Aceptable"
"Medio" "Muy alto" 2 4 "Grande" "Alto" "Aceptable"
"Medio" "Muy alto" 2 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Medio" "Muy alto" 2 "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Medio" "Muy alto" 2 "Más de 4" "Pequeño" "Alto" "Inaceptable"
"Medio" "Muy alto" 2 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Medio" "Muy alto" 2 "Más de 4" "Medio" "Medio" "Inaceptable"
"Medio" "Muy alto" 2 "Más de 4" "Medio" "Alto" "Aceptable"
"Medio" "Muy alto" 2 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Medio" "Muy alto" 2 "Más de 4" "Grande" "Medio" "Aceptable"
"Medio" "Muy alto" 2 "Más de 4" "Grande" "Alto" "Aceptable"
"Medio" "Muy alto" 3 2 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Muy alto" 3 2 "Pequeño" "Medio" "Inaceptable"
"Medio" "Muy alto" 3 2 "Pequeño" "Alto" "Inaceptable"
"Medio" "Muy alto" 3 2 "Medio" "Bajo" "Inaceptable"
"Medio" "Muy alto" 3 2 "Medio" "Medio" "Inaceptable"
"Medio" "Muy alto" 3 2 "Medio" "Alto" "Inaceptable"
"Medio" "Muy alto" 3 2 "Grande" "Bajo" "Inaceptable"
"Medio" "Muy alto" 3 2 "Grande" "Medio" "Inaceptable"
"Medio" "Muy alto" 3 2 "Grande" "Alto" "Inaceptable"
"Medio" "Muy alto" 3 4 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Muy alto" 3 4 "Pequeño" "Medio" "Inaceptable"
"Medio" "Muy alto" 3 4 "Pequeño" "Alto" "Aceptable"
"Medio" "Muy alto" 3 4 "Medio" "Bajo" "Inaceptable"
"Medio" "Muy alto" 3 4 "Medio" "Medio" "Inaceptable"
"Medio" "Muy alto" 3 4 "Medio" "Alto" "Aceptable"
"Medio" "Muy alto" 3 4 "Grande" "Bajo" "Inaceptable"
"Medio" "Muy alto" 3 4 "Grande" "Medio" "Aceptable"
"Medio" "Muy alto" 3 4 "Grande" "Alto" "Aceptable"
"Medio" "Muy alto" 3 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Medio" "Muy alto" 3 "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Medio" "Muy alto" 3 "Más de 4" "Pequeño" "Alto" "Aceptable"
"Medio" "Muy alto" 3 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Medio" "Muy alto" 3 "Más de 4" "Medio" "Medio" "Aceptable"
"Medio" "Muy alto" 3 "Más de 4" "Medio" "Alto" "Aceptable"
"Medio" "Muy alto" 3 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Medio" "Muy alto" 3 "Más de 4" "Grande" "Medio" "Aceptable"
"Medio" "Muy alto" 3 "Más de 4" "Grande" "Alto" "Aceptable"
"Medio" "Muy alto" 4 2 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Muy alto" 4 2 "Pequeño" "Medio" "Inaceptable"
"Medio" "Muy alto" 4 2 "Pequeño" "Alto" "Inaceptable"
"Medio" "Muy alto" 4 2 "Medio" "Bajo" "Inaceptable"
"Medio" "Muy alto" 4 2 "Medio" "Medio" "Inaceptable"
"Medio" "Muy alto" 4 2 "Medio" "Alto" "Inaceptable"
"Medio" "Muy alto" 4 2 "Grande" "Bajo" "Inaceptable"
"Medio" "Muy alto" 4 2 "Grande" "Medio" "Inaceptable"
"Medio" "Muy alto" 4 2 "Grande" "Alto" "Inaceptable"
"Medio" "Muy alto" 4 4 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Muy alto" 4 4 "Pequeño" "Medio" "Inaceptable"
"Medio" "Muy alto" 4 4 "Pequeño" "Alto" "Aceptable"
"Medio" "Muy alto" 4 4 "Medio" "Bajo" "Inaceptable"
"Medio" "Muy alto" 4 4 "Medio" "Medio" "Aceptable"
"Medio" "Muy alto" 4 4 "Medio" "Alto" "Aceptable"
"Medio" "Muy alto" 4 4 "Grande" "Bajo" "Inaceptable"
"Medio" "Muy alto" 4 4 "Grande" "Medio" "Aceptable"
"Medio" "Muy alto" 4 4 "Grande" "Alto" "Aceptable"
"Medio" "Muy alto" 4 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Medio" "Muy alto" 4 "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Medio" "Muy alto" 4 "Más de 4" "Pequeño" "Alto" "Aceptable"
"Medio" "Muy alto" 4 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Medio" "Muy alto" 4 "Más de 4" "Medio" "Medio" "Aceptable"
"Medio" "Muy alto" 4 "Más de 4" "Medio" "Alto" "Aceptable"
"Medio" "Muy alto" 4 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Medio" "Muy alto" 4 "Más de 4" "Grande" "Medio" "Aceptable"
"Medio" "Muy alto" 4 "Más de 4" "Grande" "Alto" "Aceptable"
"Medio" "Muy alto" "5 o más" 2 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Muy alto" "5 o más" 2 "Pequeño" "Medio" "Inaceptable"
"Medio" "Muy alto" "5 o más" 2 "Pequeño" "Alto" "Inaceptable"
"Medio" "Muy alto" "5 o más" 2 "Medio" "Bajo" "Inaceptable"
"Medio" "Muy alto" "5 o más" 2 "Medio" "Medio" "Inaceptable"
"Medio" "Muy alto" "5 o más" 2 "Medio" "Alto" "Inaceptable"
"Medio" "Muy alto" "5 o más" 2 "Grande" "Bajo" "Inaceptable"
"Medio" "Muy alto" "5 o más" 2 "Grande" "Medio" "Inaceptable"
"Medio" "Muy alto" "5 o más" 2 "Grande" "Alto" "Inaceptable"
"Medio" "Muy alto" "5 o más" 4 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Muy alto" "5 o más" 4 "Pequeño" "Medio" "Inaceptable"
"Medio" "Muy alto" "5 o más" 4 "Pequeño" "Alto" "Aceptable"
"Medio" "Muy alto" "5 o más" 4 "Medio" "Bajo" "Inaceptable"
"Medio" "Muy alto" "5 o más" 4 "Medio" "Medio" "Aceptable"
"Medio" "Muy alto" "5 o más" 4 "Medio" "Alto" "Aceptable"
"Medio" "Muy alto" "5 o más" 4 "Grande" "Bajo" "Inaceptable"
"Medio" "Muy alto" "5 o más" 4 "Grande" "Medio" "Aceptable"
"Medio" "Muy alto" "5 o más" 4 "Grande" "Alto" "Aceptable"
"Medio" "Muy alto" "5 o más" "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Medio" "Muy alto" "5 o más" "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Medio" "Muy alto" "5 o más" "Más de 4" "Pequeño" "Alto" "Aceptable"
"Medio" "Muy alto" "5 o más" "Más de 4" "Medio" "Bajo" "Inaceptable"
"Medio" "Muy alto" "5 o más" "Más de 4" "Medio" "Medio" "Aceptable"
"Medio" "Muy alto" "5 o más" "Más de 4" "Medio" "Alto" "Aceptable"
"Medio" "Muy alto" "5 o más" "Más de 4" "Grande" "Bajo" "Inaceptable"
"Medio" "Muy alto" "5 o más" "Más de 4" "Grande" "Medio" "Aceptable"
"Medio" "Muy alto" "5 o más" "Más de 4" "Grande" "Alto" "Aceptable"
"Medio" "Alto" 2 2 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Alto" 2 2 "Pequeño" "Medio" "Inaceptable"
"Medio" "Alto" 2 2 "Pequeño" "Alto" "Inaceptable"
"Medio" "Alto" 2 2 "Medio" "Bajo" "Inaceptable"
"Medio" "Alto" 2 2 "Medio" "Medio" "Inaceptable"
"Medio" "Alto" 2 2 "Medio" "Alto" "Inaceptable"
"Medio" "Alto" 2 2 "Grande" "Bajo" "Inaceptable"
"Medio" "Alto" 2 2 "Grande" "Medio" "Inaceptable"
"Medio" "Alto" 2 2 "Grande" "Alto" "Inaceptable"
"Medio" "Alto" 2 4 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Alto" 2 4 "Pequeño" "Medio" "Inaceptable"
"Medio" "Alto" 2 4 "Pequeño" "Alto" "Aceptable"
"Medio" "Alto" 2 4 "Medio" "Bajo" "Inaceptable"
"Medio" "Alto" 2 4 "Medio" "Medio" "Inaceptable"
"Medio" "Alto" 2 4 "Medio" "Alto" "Aceptable"
"Medio" "Alto" 2 4 "Grande" "Bajo" "Inaceptable"
"Medio" "Alto" 2 4 "Grande" "Medio" "Aceptable"
"Medio" "Alto" 2 4 "Grande" "Alto" "Aceptable"
"Medio" "Alto" 2 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Medio" "Alto" 2 "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Medio" "Alto" 2 "Más de 4" "Pequeño" "Alto" "Inaceptable"
"Medio" "Alto" 2 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Medio" "Alto" 2 "Más de 4" "Medio" "Medio" "Inaceptable"
"Medio" "Alto" 2 "Más de 4" "Medio" "Alto" "Aceptable"
"Medio" "Alto" 2 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Medio" "Alto" 2 "Más de 4" "Grande" "Medio" "Aceptable"
"Medio" "Alto" 2 "Más de 4" "Grande" "Alto" "Aceptable"
"Medio" "Alto" 3 2 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Alto" 3 2 "Pequeño" "Medio" "Inaceptable"
"Medio" "Alto" 3 2 "Pequeño" "Alto" "Inaceptable"
"Medio" "Alto" 3 2 "Medio" "Bajo" "Inaceptable"
"Medio" "Alto" 3 2 "Medio" "Medio" "Inaceptable"
"Medio" "Alto" 3 2 "Medio" "Alto" "Inaceptable"
"Medio" "Alto" 3 2 "Grande" "Bajo" "Inaceptable"
"Medio" "Alto" 3 2 "Grande" "Medio" "Inaceptable"
"Medio" "Alto" 3 2 "Grande" "Alto" "Inaceptable"
"Medio" "Alto" 3 4 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Alto" 3 4 "Pequeño" "Medio" "Inaceptable"
"Medio" "Alto" 3 4 "Pequeño" "Alto" "Aceptable"
"Medio" "Alto" 3 4 "Medio" "Bajo" "Inaceptable"
"Medio" "Alto" 3 4 "Medio" "Medio" "Inaceptable"
"Medio" "Alto" 3 4 "Medio" "Alto" "Aceptable"
"Medio" "Alto" 3 4 "Grande" "Bajo" "Inaceptable"
"Medio" "Alto" 3 4 "Grande" "Medio" "Aceptable"
"Medio" "Alto" 3 4 "Grande" "Alto" "Aceptable"
"Medio" "Alto" 3 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Medio" "Alto" 3 "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Medio" "Alto" 3 "Más de 4" "Pequeño" "Alto" "Aceptable"
"Medio" "Alto" 3 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Medio" "Alto" 3 "Más de 4" "Medio" "Medio" "Aceptable"
"Medio" "Alto" 3 "Más de 4" "Medio" "Alto" "Aceptable"
"Medio" "Alto" 3 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Medio" "Alto" 3 "Más de 4" "Grande" "Medio" "Aceptable"
"Medio" "Alto" 3 "Más de 4" "Grande" "Alto" "Aceptable"
"Medio" "Alto" 4 2 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Alto" 4 2 "Pequeño" "Medio" "Inaceptable"
"Medio" "Alto" 4 2 "Pequeño" "Alto" "Inaceptable"
"Medio" "Alto" 4 2 "Medio" "Bajo" "Inaceptable"
"Medio" "Alto" 4 2 "Medio" "Medio" "Inaceptable"
"Medio" "Alto" 4 2 "Medio" "Alto" "Inaceptable"
"Medio" "Alto" 4 2 "Grande" "Bajo" "Inaceptable"
"Medio" "Alto" 4 2 "Grande" "Medio" "Inaceptable"
"Medio" "Alto" 4 2 "Grande" "Alto" "Inaceptable"
"Medio" "Alto" 4 4 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Alto" 4 4 "Pequeño" "Medio" "Inaceptable"
"Medio" "Alto" 4 4 "Pequeño" "Alto" "Aceptable"
"Medio" "Alto" 4 4 "Medio" "Bajo" "Inaceptable"
"Medio" "Alto" 4 4 "Medio" "Medio" "Aceptable"
"Medio" "Alto" 4 4 "Medio" "Alto" "Aceptable"
"Medio" "Alto" 4 4 "Grande" "Bajo" "Inaceptable"
"Medio" "Alto" 4 4 "Grande" "Medio" "Aceptable"
"Medio" "Alto" 4 4 "Grande" "Alto" "Aceptable"
"Medio" "Alto" 4 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Medio" "Alto" 4 "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Medio" "Alto" 4 "Más de 4" "Pequeño" "Alto" "Aceptable"
"Medio" "Alto" 4 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Medio" "Alto" 4 "Más de 4" "Medio" "Medio" "Aceptable"
"Medio" "Alto" 4 "Más de 4" "Medio" "Alto" "Aceptable"
"Medio" "Alto" 4 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Medio" "Alto" 4 "Más de 4" "Grande" "Medio" "Aceptable"
"Medio" "Alto" 4 "Más de 4" "Grande" "Alto" "Aceptable"
"Medio" "Alto" "5 o más" 2 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Alto" "5 o más" 2 "Pequeño" "Medio" "Inaceptable"
"Medio" "Alto" "5 o más" 2 "Pequeño" "Alto" "Inaceptable"
"Medio" "Alto" "5 o más" 2 "Medio" "Bajo" "Inaceptable"
"Medio" "Alto" "5 o más" 2 "Medio" "Medio" "Inaceptable"
"Medio" "Alto" "5 o más" 2 "Medio" "Alto" "Inaceptable"
"Medio" "Alto" "5 o más" 2 "Grande" "Bajo" "Inaceptable"
"Medio" "Alto" "5 o más" 2 "Grande" "Medio" "Inaceptable"
"Medio" "Alto" "5 o más" 2 "Grande" "Alto" "Inaceptable"
"Medio" "Alto" "5 o más" 4 "Pequeño" "Bajo" "Inaceptable"
"Medio" "Alto" "5 o más" 4 "Pequeño" "Medio" "Inaceptable"
"Medio" "Alto" "5 o más" 4 "Pequeño" "Alto" "Aceptable"
"Medio" "Alto" "5 o más" 4 "Medio" "Bajo" "Inaceptable"
"Medio" "Alto" "5 o más" 4 "Medio" "Medio" "Aceptable"
"Medio" "Alto" "5 o más" 4 "Medio" "Alto" "Aceptable"
"Medio" "Alto" "5 o más" 4 "Grande" "Bajo" "Inaceptable"
"Medio" "Alto" "5 o más" 4 "Grande" "Medio" "Aceptable"
"Medio" "Alto" "5 o más" 4 "Grande" "Alto" "Aceptable"
"Medio" "Alto" "5 o más" "Más de 4" "Pequeño" "Bajo" "Inaceptable"
